LB, Consumer Discretionary, Feature Numbers: 0.63091624 0.015153944 0.6584298 0.3104909 -0.5072941 0.4443624 0.34015366 0.41244832 -0.5858946 0.007836892 -0.37685183 -0.72486275 -0.5403231 1.3066976 -0.029738067 
INCY, Health Care, Feature Numbers: 0.56825477 0.84914166 1.1265266 0.8828238 -0.53142613 1.2981763 1.1082064 2.2804058 -0.01596116 -0.27648824 0.5839198 -2.3688014 0.09275042 2.7789588 -0.38130203 
LH, Health Care, Feature Numbers: 0.44005746 -0.7083608 -0.3479827 -0.13454022 0.31065944 -0.7616112 0.027005985 -0.47635588 -0.074639425 -0.904418 0.10835327 -0.060255915 -0.9476567 -0.59792817 0.5285251 
PGR, Financials, Feature Numbers: 0.7313884 -0.47790626 -0.42589715 -0.30658847 0.10813379 -1.0218071 -0.5406484 -1.3157306 0.15555023 -0.6040597 -0.22780648 0.4627683 -0.4994153 -0.8688939 0.38283658 
HIG, Financials, Feature Numbers: 0.39217052 -0.47035494 -0.56914127 0.3821574 0.31646132 -1.0332557 -0.02310815 -0.55559134 0.9368324 0.103356875 -0.5296739 0.03844056 -0.6701539 -0.3561472 0.16037087 
HII, Industrials, Feature Numbers: 0.3460443 -0.037057497 -0.10739621 0.4960942 0.09258996 -0.42690513 0.09725485 -0.11485407 0.48826635 -0.26293415 -0.25788128 -0.20750357 -0.3992357 0.44048408 0.09557792 
CELG, Health Care, Feature Numbers: 0.25492147 0.031444296 0.32421532 0.4775093 -0.17915314 0.42375532 0.7649748 1.2486522 0.07766886 -0.7901277 0.47934216 -1.3690411 -0.2991165 1.334873 0.04698117 
WLTW, Financials, Feature Numbers: 0.377871 -0.36752677 -0.21396108 -0.19389302 0.1446881 -0.71003586 -0.08460656 -0.67903936 0.31697437 -0.6278106 -0.23169392 0.028919533 -0.32322383 -0.2144359 0.27283812 
A, Health Care, Feature Numbers: 0.20708755 -0.5560943 -0.4174623 0.35444212 0.25620347 -0.3615169 0.15581453 -0.020105273 0.49936536 -0.6705694 0.014017841 -0.2650622 -0.6274027 0.27349782 0.19989513 
ABC, Health Care, Feature Numbers: 0.5505427 -0.2973331 -0.09658343 0.009478267 0.0608634 -0.35835543 0.069385104 -0.39023426 -0.15860383 -0.5582794 -0.12579642 -0.32997796 -0.527092 -0.06460211 0.31906393 
ZION, Financials, Feature Numbers: 0.24312952 0.061582975 -0.4204527 1.592054 0.11386996 -0.79646105 0.21135478 0.53355074 1.9544126 0.95149153 -1.2038707 -0.47979274 0.18406492 0.9436479 -0.8218142 
STI, Financials, Feature Numbers: 0.31930408 -0.167422 -0.8182925 0.88128155 0.22250363 -1.0091321 -0.17994139 -0.36845943 2.0749364 0.49198276 -1.0668126 0.022854231 0.09398068 0.16928829 -0.64470667 
STT, Financials, Feature Numbers: 0.16245247 -0.6588169 -0.7787143 1.0266986 0.37836933 -1.0586176 -0.03783968 -0.10381745 1.7344561 0.26729992 -0.87409574 -0.00991615 -0.69489765 -0.13215344 -0.30466738 
ABT, Health Care, Feature Numbers: 0.44897512 -0.6846101 -0.36903983 -0.29757905 0.27545357 -0.72227883 -0.1364749 -0.5558011 0.36667672 -0.8015991 0.045307316 0.08133542 -0.70146596 -0.4670758 0.45651183 
XOM, Energy, Feature Numbers: 0.62213063 -0.09161081 0.14831457 -0.3217904 0.34534872 -1.0234848 -0.16483864 -1.2528236 0.11903053 0.056473784 -0.93901426 0.4872824 0.44434673 -0.07385581 0.4139535 
STX, Information Technology, Feature Numbers: 0.3298618 0.2476381 0.6164598 1.0391722 -0.33312905 0.5381958 0.5829413 0.8527734 0.44084275 0.12265224 -0.46203557 -1.084595 0.12894553 1.8306175 -0.37652898 
STZ, Consumer Staples, Feature Numbers: 0.44037643 -0.40862864 -0.17555305 -0.40601856 0.11351148 -0.6277545 -0.0852178 -0.6452232 -0.13824767 -0.87302804 0.059394952 -0.103859246 -0.35269597 -0.20972395 0.34761268 
UDR, Real Estate, Feature Numbers: 1.6238565 -0.2758501 0.8941611 -1.4938923 -0.79853684 -0.93433106 -0.49473053 -0.56390053 -1.1081456 -0.08522724 0.5369444 0.111482985 -0.9154823 -0.63153195 0.48466107 
CERN, Health Care, Feature Numbers: 0.43186176 -0.31047446 -0.01724774 0.1189026 0.15164255 -0.15037113 0.2879607 0.10709463 0.010487842 -0.62334824 0.23827945 -0.51752925 -0.6593726 0.4184688 0.2242494 
CFG, Financials, Feature Numbers: 0.2667332 -0.07343854 -0.3513847 1.2411666 0.12502602 -0.4393653 0.23345864 0.5232693 1.6735352 0.55551106 -0.82965696 -0.56393224 -0.1743619 0.915894 -0.63374025 
PNR, Industrials, Feature Numbers: 0.29684165 -0.15995695 0.0138250375 0.7092607 0.22075126 -0.5454165 0.10020368 -0.18207288 0.7550425 0.2609134 -0.8137866 0.015460783 -0.19551569 0.6985146 -0.07809194 
PNW, Utilities, Feature Numbers: 1.1220684 0.6423236 0.014824552 -2.08878 -0.89281285 -0.34034753 -0.8487679 -2.5784352 -1.020171 -1.9084457 0.47627804 -0.032573964 1.5389261 -0.58488333 0.46082097 
BHF, Financials, Feature Numbers: 0.47437507 0.1553848 0.35848838 0.18793595 -0.11781321 -0.12750827 0.23373164 -0.009691185 0.04906367 -0.18409331 -0.294643 -0.53844404 -0.008566725 0.8789269 -0.074990466 
IVZ, Financials, Feature Numbers: 0.13184626 -0.39647123 -0.32615232 1.0826584 0.376124 -0.9095934 0.22419672 0.13793844 1.3706062 0.3204766 -0.56435204 -0.20916125 -0.34513405 0.42241785 -0.18944445 
PNC, Financials, Feature Numbers: 0.32300574 -0.48626575 -0.7435783 0.91308093 0.28389877 -1.0029937 -0.03944211 -0.40497512 1.8916103 0.45353046 -1.1264849 0.02755523 -0.22626272 -0.1779131 -0.4541965 
GOOGL, Information Technology, Feature Numbers: 0.26102194 -0.7562928 -0.6319613 0.22777554 0.29898155 -0.73080724 0.21727693 -0.3176637 0.48794264 -0.76625985 0.27497244 -0.4060167 -0.6754128 -0.40401995 0.23275892 
CBOE, Financials, Feature Numbers: 0.40927085 -0.22043757 -0.1891654 0.11350256 0.04527676 -0.39824802 0.15966651 -0.10638074 0.42316252 -0.59657836 -0.05497755 -0.5360591 -0.31795764 0.0040455875 0.19842973 
VFC, Consumer Discretionary, Feature Numbers: 0.4076612 -0.2022583 0.085017495 0.27072975 0.036370907 -0.4846082 0.03832189 -0.37854508 0.076929204 -0.1753284 -0.5128947 -0.08849038 -0.5598748 0.23228838 0.1612617 
AMZN, Consumer Discretionary, Feature Numbers: 0.14369515 -0.19324026 -0.07425093 0.33180454 -0.14125781 -0.11362947 0.25533614 0.31799835 0.18764643 -0.85485554 0.38368616 -0.75931025 -0.59826434 0.5745057 0.11736972 
AON, Financials, Feature Numbers: 0.441952 -0.6938724 -0.62623304 -0.24744713 0.4007933 -1.2410107 -0.101064794 -1.1652292 0.17437616 -0.64398557 -0.28717306 0.2818626 -0.66107965 -1.0301154 0.6072579 
PRU, Financials, Feature Numbers: 0.2524766 -0.27839237 -0.67940485 1.211991 0.36883658 -1.1745415 0.00422509 -0.15747865 1.8746957 0.5703149 -1.035353 -0.023100838 0.042365678 0.1519578 -0.34724295 
RE, Financials, Feature Numbers: 0.55293727 -0.21056765 -0.31924316 -0.22451478 0.11143487 -0.9729338 -0.3288453 -0.85318947 0.18764105 -0.34187064 -0.33571854 0.19396971 -0.39209482 -0.3065761 0.2472417 
RF, Financials, Feature Numbers: 0.41603348 0.03188257 -0.1720115 1.3927687 0.093870945 -0.73986334 0.33235037 0.61673033 1.9751649 0.9676242 -1.0788805 -0.3220065 0.16803204 0.94844246 -0.84058243 
AOS, Industrials, Feature Numbers: 0.21575455 -0.45848867 -0.4416943 0.4864668 0.45126408 -0.5865282 -0.04597858 -0.27316406 0.6878163 -0.45001465 -0.30567202 -0.19431137 -0.43832707 0.09255936 0.20895725 
RL, Consumer Discretionary, Feature Numbers: 0.51429 0.0074261716 0.44358537 0.17920063 -0.1913029 -0.095018566 0.17903912 -0.097335115 -0.23977098 -0.11280362 -0.34330466 -0.34367898 -0.01580361 0.9847223 0.018237216 
AYI, Industrials, Feature Numbers: 0.4664525 -0.054947473 0.35770613 0.6377241 -0.13259552 -0.043446936 0.3977764 0.40797317 0.48556337 0.068158574 -0.13255818 -0.58865345 -0.29352215 1.0391535 -0.22808361 
CHK, Energy, Feature Numbers: 1.1666645 1.6537057 2.4941032 0.73794055 -0.98103154 0.9123448 0.863835 1.1889992 -0.5545763 1.2304633 -0.6085759 -1.618065 1.260836 3.6491208 -0.47908968 
L, Financials, Feature Numbers: 0.45817697 -0.78034174 -0.4787532 -0.13137846 0.52799994 -1.164109 -0.095704906 -1.1729001 0.6435993 -0.15259694 -0.8587756 0.44398347 -0.22382842 -0.6521755 0.27773607 
HRS, Information Technology, Feature Numbers: 0.2729159 -0.55351955 -0.3841376 0.22224621 0.33308327 -0.8019983 0.062113486 -0.50012034 0.5255716 -0.35660917 -0.35689405 -0.027161144 -0.24109697 -0.059034716 0.2757033 
HRL, Consumer Staples, Feature Numbers: 0.69164145 -0.23314165 -0.1669733 -0.6076057 -0.105576955 -0.49152312 -0.14809944 -1.088626 -0.5430992 -0.9598716 0.07143747 0.04450813 -0.35651785 -0.40265962 0.5340396 
MRO, Energy, Feature Numbers: 1.1949419 1.473271 2.2762346 0.4430032 -0.6232115 0.25533822 0.7751401 0.7517021 -0.54825056 1.2977089 -0.8825286 -0.8112787 1.5248693 3.1498106 -0.32566586 
TPR, Consumer Discretionary, Feature Numbers: 0.3754642 0.12982713 0.17050494 0.17340867 -0.20999615 0.041505672 0.19315161 -0.09074794 -0.13699071 -0.4645802 -0.22761375 -0.532612 -0.02085101 0.90112704 0.10671209 
MRK, Health Care, Feature Numbers: 0.4627959 -0.5465155 -0.11651783 -0.264383 0.12561393 -0.5804698 -0.15080433 -0.6223076 0.034978215 -0.6851011 -0.047386695 -0.10466085 -0.66845024 -0.338596 0.31157213 
HRB, Financials, Feature Numbers: 0.26386356 -0.19230203 0.05432333 0.44762608 -0.22609805 0.27636963 0.33093086 0.4715922 0.291824 -0.6214512 -0.02017156 -0.807026 -0.0941099 1.1018225 -0.19352409 
IPG, Consumer Discretionary, Feature Numbers: 0.20630117 -0.3599855 -0.13750863 0.3868909 0.09441967 -0.6554783 0.06028285 -0.10458662 0.70000184 -0.069720976 -0.5604337 -0.2074177 -0.5593097 0.27630198 -0.10184571 
NLSN, Industrials, Feature Numbers: 0.47359493 -0.14653115 0.0033593744 0.09898444 0.12412966 -0.4337015 0.15987872 -0.17091991 0.110310495 -0.20036982 -0.4344273 -0.2076484 -0.47716337 0.26892585 0.23558494 
RHT, Information Technology, Feature Numbers: 0.25170124 -0.32839906 -0.18635878 0.383126 0.036304835 -0.28240234 0.35228372 0.28316444 0.36456102 -0.65985394 0.27841896 -0.5576835 -0.60298914 0.48133224 0.054253884 
RHI, Industrials, Feature Numbers: 0.3103188 -0.20304763 -0.22238266 0.31866923 0.13882877 -0.38170457 0.066504225 -0.13776684 0.48321894 -0.4522566 -0.28903067 -0.15665302 -0.27960747 0.47977248 0.101417504 
APH, Information Technology, Feature Numbers: 0.24269436 -0.6469262 -0.6952835 -0.07888618 0.48062 -0.95461947 -0.33396 -1.1548315 0.4283071 -0.6069266 -0.4054535 0.2294076 -0.4935192 -0.51119006 0.3769203 
ROST, Consumer Discretionary, Feature Numbers: 0.51039475 -0.20670749 0.08430617 0.08691418 -0.20373124 -0.024737254 0.16948056 -0.24557444 -0.1909918 -0.332036 -0.4461992 -0.3135515 -0.54551816 0.49131808 0.04546904 
APC, Energy, Feature Numbers: 0.90586305 1.3489882 1.706197 0.15633596 -0.35142598 -0.27292672 0.5545399 0.22909212 -0.3580471 1.023257 -0.8196193 -0.34636715 1.2226858 2.3404515 -0.18328044 
APA, Energy, Feature Numbers: 0.8242 1.3834585 1.9129837 0.62364763 -0.6318594 0.12937707 0.64845335 0.33260864 -0.38291666 1.1008815 -1.0490335 -0.6502286 1.4637051 2.7267628 -0.25359336 
APD, Materials, Feature Numbers: 0.40139726 -0.6754636 -0.3104777 0.095879674 0.39545864 -0.75775677 -0.051530045 -0.70970446 0.5452533 -0.64303297 -0.34254807 -0.0045109945 -0.36732197 -0.5837462 0.37313867 
KSU, Industrials, Feature Numbers: 0.21675491 0.013911982 0.08522828 0.67362726 0.019438414 -0.38701656 0.19082913 0.07144266 0.6392426 -0.13823837 -0.35037935 -0.4021953 -0.1845568 0.6895646 -0.031146642 
AEE, Utilities, Feature Numbers: 0.8556552 0.52438456 -0.21807656 -1.8766603 -0.59562606 -0.24787019 -0.93722045 -2.1772122 -0.6563123 -2.1716475 0.36621848 -0.21163967 1.530432 -0.50754726 0.18921207 
KSS, Consumer Discretionary, Feature Numbers: 0.47202995 0.1507585 0.74738395 0.4312783 -0.5411543 0.45709375 0.39630213 0.56974936 -0.17393684 0.16748966 -0.5280791 -0.76561916 -0.53084034 1.6176187 -0.36839077 
WFC, Financials, Feature Numbers: 0.27713737 -0.74512017 -0.6695687 0.3178907 0.29343086 -1.5136553 -0.2886235 -0.6988751 1.3373592 0.19393209 -0.91302973 0.28756723 -0.5684274 -0.67804193 -0.05261495 
IFF, Materials, Feature Numbers: 0.5841024 -0.6083993 -0.5153492 -0.35925555 0.25120503 -1.0096627 -0.19889332 -0.95917344 0.11887312 -0.74770534 -0.017872052 0.18301423 -0.4152065 -0.72469425 0.3391402 
CHTR, Consumer Discretionary, Feature Numbers: 0.5709631 0.07526459 0.54487157 0.12919398 -0.40479618 0.16570295 0.27892497 0.3642274 -0.218875 -0.3513695 0.07491368 -0.65237814 -0.34755167 1.0464892 -0.030451722 
NVDA, Information Technology, Feature Numbers: 0.24261855 0.009820098 0.49545678 0.7504963 -0.1437122 0.31365705 0.57001555 0.6628036 -0.003985316 -0.51773745 -0.0024946562 -0.9015147 -0.2596085 1.3066281 -0.11253217 
KORS, Consumer Discretionary, Feature Numbers: 0.41283092 0.36579895 0.7171394 0.666866 -0.42945272 0.48387596 0.5633754 0.8998462 0.04201943 0.11012644 -0.22661173 -1.0665675 -0.30086076 1.716822 -0.17472896 
XRAY, Health Care, Feature Numbers: 0.20801458 -0.6666506 -0.4069503 0.2820196 0.24141292 -0.6563338 0.044788655 -0.63695675 0.2882586 -0.60143554 -0.21151935 -0.035842404 -0.5865423 -0.16723403 0.30553782 
AVGO, Information Technology, Feature Numbers: 0.21059962 0.08679543 0.083714604 0.48228353 -0.30635422 0.36063048 0.4805606 0.95699424 0.56364465 -0.38914567 0.0044747554 -1.1325649 -0.086320266 1.4897319 -0.18902336 
RTN, Industrials, Feature Numbers: 0.43955082 -0.50177944 -0.36103514 -0.34311143 0.2663313 -0.884898 -0.22114384 -1.007271 0.2480817 -0.7176963 0.020356914 0.13683394 -0.2909218 -0.41804376 0.44867498 
PKG, Materials, Feature Numbers: 0.39077953 0.13798264 0.26612404 0.34538388 0.25714126 -0.5827968 0.19783415 -0.032753434 0.2639737 0.15902755 -0.32531568 -0.1852474 -0.15713814 0.7956862 0.11693074 
PKI, Health Care, Feature Numbers: 0.2655856 -0.54011416 -0.34298944 0.28624007 0.23680864 -0.6775273 -0.073146865 -0.35736933 0.42102635 -0.6714249 -0.11043632 -0.037539475 -0.706412 -0.18392815 0.23748787 
AFL, Financials, Feature Numbers: 0.3306638 -0.85703385 -0.6015597 0.028701745 0.48669598 -1.4440116 -0.48189798 -1.0503829 0.629121 -0.3711806 -0.55886567 0.40793207 -0.6598472 -0.92496157 0.2653647 
EL, Consumer Staples, Feature Numbers: 0.6237168 -0.5870591 -0.3294394 -0.48184067 0.10605081 -0.9610612 -0.23625892 -1.1334509 -0.08638672 -0.58622974 -0.34363708 0.30849338 -0.24673574 -0.5778533 0.30190405 
PAYX, Information Technology, Feature Numbers: 0.44674817 -0.7053764 -0.5207273 -0.42469588 0.2966029 -0.81968796 -0.31915823 -1.114978 0.059611503 -0.85109353 -0.18104245 0.1852669 -0.66227573 -0.6770451 0.33600542 
OXY, Energy, Feature Numbers: 0.6050447 0.2890608 0.70038795 0.32464746 -0.21559744 -0.63762295 0.23882703 -0.456556 0.06878173 0.38473207 -0.57071114 -0.0835054 0.58125746 0.7959365 0.11388586 
SHW, Materials, Feature Numbers: 0.50586414 -0.2301019 -0.08003723 -0.13009064 0.14633952 -0.78644234 -0.12665161 -0.5252998 -0.010050753 -0.36757985 -0.15806313 0.0040768627 -0.6053684 -0.0894358 0.24339524 
ED, Utilities, Feature Numbers: 1.2233775 0.7550115 0.030475836 -2.130303 -0.86342704 -0.20718049 -1.0126871 -2.6991098 -1.4672389 -2.1536384 0.5728353 -0.046233177 1.6036975 -0.5935135 0.34414235 
DISCK, Consumer Discretionary, Feature Numbers: 0.47950286 0.35379317 0.30917364 0.7053663 -0.5377612 0.7657511 0.1920429 0.48730072 0.14119442 -0.2457207 -0.66528934 -1.1203965 0.2339507 1.4826231 -0.3189722 
EA, Information Technology, Feature Numbers: 0.13287732 -0.16002022 0.13741307 0.56647086 0.07338881 0.22824906 0.39238307 0.78990364 0.20024139 -0.8969317 0.3529041 -1.0129974 -0.49189922 1.0435469 -0.13389479 
ORLY, Consumer Discretionary, Feature Numbers: 0.46500713 -0.32921314 0.035914503 -0.06381091 -0.028272828 -0.48109847 0.06302269 -0.37079927 -0.1187589 -0.39013165 -0.2490498 -0.16802384 -0.4489268 0.17855051 0.23589519 
DLR, Real Estate, Feature Numbers: 1.3362405 0.12935711 0.65070856 -1.1784358 -0.6411746 -0.16843688 -0.1760408 -0.14423057 -0.96002173 -0.7093747 0.75299096 -0.4792983 -0.22475705 0.07104943 0.4521851 
CSX, Industrials, Feature Numbers: 0.3827118 0.008891388 0.16010135 0.8099744 0.15226257 -0.53260034 0.15757631 -0.076842345 0.50096285 0.20084508 -0.5062758 -0.24443159 -0.02883746 0.7178219 -0.0337847 
EW, Health Care, Feature Numbers: 0.4383632 -0.31800318 0.078975126 0.30452096 -0.13059936 -0.14490695 0.45115402 0.3275162 0.09383645 -0.68800795 0.5572766 -0.8813655 -0.37012714 0.39461288 0.014766145 
ES, Utilities, Feature Numbers: 1.0103517 0.42615747 -0.07082322 -2.0886908 -0.50466317 -0.2301463 -0.9290595 -2.6868248 -1.0108355 -2.162318 0.37111807 0.13937996 1.4166902 -0.61106527 0.4158699 
ANTM, Health Care, Feature Numbers: 0.32910115 -0.0993108 -0.16656283 0.25606585 0.024596265 -0.23185113 0.23582342 0.045815185 0.13509762 -0.6912507 -0.056275763 -0.45444745 -0.2775964 0.50593185 0.008304229 
MGM, Consumer Discretionary, Feature Numbers: 0.27632284 0.36680573 0.64134896 0.8883336 -0.2038985 0.38690704 0.6134852 0.9765425 0.11107284 -0.14622538 -0.22682326 -1.0064809 -0.24255903 1.6610162 -0.1323125 
ALGN, Health Care, Feature Numbers: 0.25839788 0.16098607 0.29584178 0.60649884 -0.14140934 0.35722932 0.5039071 0.69835657 0.09291563 -0.54849344 0.21773702 -1.0059735 -0.18371256 1.3870829 -0.11961379 
LUV, Industrials, Feature Numbers: 0.28430927 -0.02003671 0.20580289 0.5129345 -0.19272688 0.38810596 0.18463019 0.6913384 0.55996066 -0.3476064 -0.044251792 -1.1295607 -0.36366096 1.2188382 -0.44290242 
WYN, Consumer Discretionary, Feature Numbers: 0.3760875 -0.23338768 -0.057887647 0.34631783 0.22678481 -0.5054061 -0.030716725 -0.23857147 0.43080157 -0.17744277 -0.2983035 -0.16875309 -0.4109417 0.3439213 0.10292641 
LUK, Financials, Feature Numbers: 0.4728608 -0.119746216 0.14294264 0.8098856 0.110104255 -0.5493711 0.15168558 0.18042131 0.9621576 0.6609239 -0.8599152 -0.23261529 -0.06513979 0.8040946 -0.159098 
ADSK, Information Technology, Feature Numbers: 0.19845599 0.07875445 0.2490315 0.5813285 -0.03228353 0.10214198 0.5824284 0.5832984 0.6731885 -0.2697924 -0.0915726 -0.7695483 0.03204953 1.300486 -0.17869759 
LNT, Utilities, Feature Numbers: 1.0404689 0.717518 -0.0784262 -2.1356454 -0.76552606 -0.20866515 -1.0011806 -2.4300597 -1.1471694 -2.2906883 0.4686813 -0.04487149 1.5077779 -0.49293396 0.33540827 
ECL, Materials, Feature Numbers: 0.25882235 -0.51426816 -0.49000117 -0.04913246 0.45333427 -0.94927204 -0.29612422 -1.0379485 0.5841389 -0.6427499 -0.3608111 0.1430701 -0.34394088 -0.5108437 0.27948698 
SEE, Materials, Feature Numbers: 0.41033596 -0.1681974 0.16627827 0.17448498 -0.11075545 -0.30617514 -0.026006494 -0.3324122 0.03448279 -0.33846205 -0.18888907 -0.27539244 -0.3568217 0.45186418 -0.05255011 
MTD, Health Care, Feature Numbers: 0.17977136 -0.5056801 -0.3682696 0.062612504 0.39983296 -0.8037891 0.02046327 -0.27053422 0.40831548 -0.7436973 -0.03381609 -0.18525924 -0.37235245 -0.10272013 0.35642356 
RMD, Health Care, Feature Numbers: 0.3683593 -0.18613814 -0.09531636 0.018381072 0.04106914 -0.4057917 0.19059327 -0.07057045 -0.05456678 -0.5602517 0.05076593 -0.45027348 -0.35334784 0.36739182 0.21248926 
PVH, Consumer Discretionary, Feature Numbers: 0.35579625 0.07422815 0.5689591 0.30127546 -0.28649503 0.18284741 0.32628626 0.10378755 -0.31407622 -0.15144932 -0.282991 -0.75081503 -0.06679349 1.2129314 0.019915076 
DGX, Health Care, Feature Numbers: 0.4774388 -0.50662225 -0.1948034 -0.14859268 0.07059106 -0.56156963 0.0059478125 -0.64705926 -0.0054431185 -0.6890672 -0.042467862 -0.083967604 -0.40611553 -0.19862367 0.29449403 
NUE, Materials, Feature Numbers: 0.5696027 0.12058388 0.43722323 0.56271154 -0.18704616 -0.4437936 0.23776194 0.37212452 0.38102043 0.3658678 -0.43892935 -0.24152566 -0.16187945 0.9689825 -0.06855886 
EXPE, Consumer Discretionary, Feature Numbers: 0.37612635 0.10323793 0.5969284 0.3392631 -0.2900194 0.29317346 0.5796229 0.6233288 -0.063839965 -0.4549815 0.20119143 -0.97459745 -0.499966 1.098676 -0.14394693 
EXPD, Industrials, Feature Numbers: 0.45338884 -0.4117012 -0.1514012 -0.02786526 0.22285762 -0.9290364 -0.06940079 -0.89776987 0.17694874 -0.4015928 -0.22597414 0.16448286 -0.26425436 -0.28531784 0.29655856 
UNP, Industrials, Feature Numbers: 0.3759988 -0.18457137 0.21475586 0.23092076 0.20195642 -0.6630278 0.17665581 -0.41681594 0.27946877 -0.08182222 -0.5648843 0.02622671 -0.1871298 0.26508453 0.20877786 
ETFC, Financials, Feature Numbers: 0.056977212 0.11919077 -0.20334658 1.6853725 0.12195268 -0.09908277 0.5963245 0.9702887 1.7683214 0.60727274 -0.6968409 -1.0495235 -0.13648157 1.4689945 -0.93606675 
DUK, Utilities, Feature Numbers: 1.2069752 0.63683575 0.15900277 -2.143332 -0.5813067 -0.049367394 -0.941815 -2.545602 -1.3647349 -2.074802 0.4739536 -0.012791286 1.4133393 -0.422435 0.4894714 
XL, Financials, Feature Numbers: 0.5116948 -0.24845098 -0.46684963 -0.33832124 0.14789484 -0.7964597 -0.16071042 -0.88895965 0.28821036 -0.6980824 -0.22196078 0.03915885 -0.25407678 -0.44773358 0.19279884 
VTR, Real Estate, Feature Numbers: 1.6462398 0.109369576 0.79888994 -1.5285529 -0.96216017 -0.2800282 -0.15582569 -0.50407183 -1.5635487 -0.8230536 0.8134283 -0.08676836 -0.7182391 -0.37133905 0.6828044 
CLX, Consumer Staples, Feature Numbers: 0.62342393 -0.57554716 -0.2937443 -1.2539665 -0.043460343 -1.1127882 -0.33532453 -1.5790294 -0.51842177 -1.1695764 0.2486119 0.31077948 -0.3908359 -1.1075709 0.8301273 
CMA, Financials, Feature Numbers: 0.2781798 -0.017182047 -0.23012502 1.4545784 0.21433118 -0.80210495 0.25126356 0.54253227 1.941148 0.92573327 -1.272966 -0.29436776 -0.2711797 0.7487243 -0.69964486 
BBY, Consumer Discretionary, Feature Numbers: 0.44014034 0.17924793 0.41033044 0.6502698 -0.40415078 0.47064966 0.4056167 1.1139759 0.08262294 -0.15433745 -0.08064455 -1.0822786 -0.4857945 1.6153384 -0.31984282 
FRT, Real Estate, Feature Numbers: 1.6557399 0.14168936 0.6128268 -1.5552472 -0.8902722 -0.6919284 -0.4583795 -1.0261393 -1.394033 -0.76760703 0.7114578 0.12421224 -0.3032429 -0.70215553 0.7172653 
UNH, Health Care, Feature Numbers: 0.34643108 -0.4075878 -0.47878137 -0.1991847 0.11286951 -0.54150057 -0.1378244 -0.67068607 0.22658475 -0.8453188 -0.13509922 -0.1326293 -0.5352421 -0.2770572 0.3390875 
BBT, Financials, Feature Numbers: 0.3521183 -0.30157825 -0.826525 0.66328335 0.4345693 -1.349471 -0.16371305 -0.6739801 1.7010547 0.32124797 -1.0571743 0.20125936 -0.28518197 -0.5264604 -0.19839923 
TRIP, Consumer Discretionary, Feature Numbers: 0.3117967 0.3654207 0.6223758 0.86846113 -0.19792962 0.63468975 0.76769155 1.4240391 0.12509385 -0.17009716 0.17215559 -1.4583383 -0.076239124 2.1290047 -0.3076844 
INFO, Industrials, Feature Numbers: 0.45498714 -0.14835116 0.022942519 -0.10539865 -0.093592495 -0.0755609 0.031188095 -0.27249768 0.02508879 -0.8651154 0.16273873 -0.46863407 -0.002402152 0.40908337 0.097071856 
KO, Consumer Staples, Feature Numbers: 0.5585817 -0.57410717 -0.23070738 -0.85993856 0.10614277 -1.0673496 -0.2791513 -1.6605064 -0.51886994 -1.098385 -0.25607625 0.4341158 -0.056427233 -0.9637675 0.70054984 
VMC, Materials, Feature Numbers: 0.44927952 0.44631433 0.4286659 0.27220356 -0.26626924 0.022843314 0.21688586 0.2845674 0.16217397 -0.026855843 -0.32004738 -0.5998725 -0.0033171116 1.3557465 -0.3434985 
ARNC, Industrials, Feature Numbers: 0.62423486 0.53296906 1.129243 0.8916952 -0.239621 0.16491655 0.77743244 0.9546378 0.2428182 0.65318465 -0.64900964 -0.8334422 0.36541206 1.9871595 -0.31569213 
KR, Consumer Staples, Feature Numbers: 0.5012943 -0.11547032 0.30205384 -0.12830487 -0.3631858 -0.043553352 0.17230377 -0.17059925 -0.26355922 -0.4889712 -0.14394931 -0.35128188 -0.23335266 0.639911 0.060468297 
LNC, Financials, Feature Numbers: 0.0731449 -0.2144093 -0.4533943 1.2385274 0.4949303 -0.8498487 0.20272648 0.0703633 1.7569338 0.5256612 -0.9853903 -0.30243373 0.16837335 0.6626074 -0.51245797 
KEY, Financials, Feature Numbers: 0.43594128 -0.03200043 -0.65807915 1.5212109 0.032989528 -1.0911261 0.04652916 -0.020121343 2.0888846 1.0299343 -1.0709244 -0.22018288 0.13546968 0.3332025 -0.57292575 
NCLH, Consumer Discretionary, Feature Numbers: 0.2692223 0.18058653 0.38229883 0.61247104 -0.46691135 0.65091884 0.49577764 0.8219254 0.28396425 -0.2084616 -0.099834055 -1.1557915 -0.32129484 1.7086855 -0.2985321 
ITW, Industrials, Feature Numbers: 0.2594283 -0.66978747 -0.39357108 -0.010010823 0.7994876 -1.3539975 -0.24492669 -1.2326062 0.82840836 -0.3307775 -0.65582097 0.7036248 -0.57449627 -0.7067159 0.4824864 
CTAS, Industrials, Feature Numbers: 0.26046643 -0.64051753 -0.48617518 -0.16090073 0.39890105 -1.0042711 0.027153412 -0.76430976 0.51795775 -0.5285413 -0.3016246 0.10969013 -0.6180897 -0.52661127 0.43872765 
SWK, Consumer Discretionary, Feature Numbers: 0.38336113 -0.59056205 -0.5636189 0.32779562 0.5529049 -1.2240567 -0.20362929 -0.85670847 0.76496 -0.15560038 -0.5758681 0.45024228 -0.53243315 -0.50363976 0.37315235 
